id,crop_type,supplier,crop_date,crop_supply,crop_price
41840,RD,E,2020-12-19,0,0
41841,RD,E,2020-12-20,0,0
41842,RD,E,2020-12-21,7540,679
41843,RD,E,2020-12-22,0,0
41844,RD,E,2020-12-23,3200,699
41845,RD,E,2020-12-24,5400,660
41846,RD,E,2020-12-25,6480,633
41847,RD,E,2020-12-26,0,0
41848,RD,E,2020-12-27,0,0
41849,RD,E,2020-12-28,7540,629
41850,RD,E,2020-12-29,8620,756
41851,RD,E,2020-12-30,4300,750
41852,RD,E,2020-12-31,0,0
41853,RD,E,2021-01-01,0,0
41854,RD,E,2021-01-02,0,0
41855,RD,E,2021-01-03,0,0
41856,RD,E,2021-01-04,19400,678
41857,RD,E,2021-01-05,19400,694
41858,RD,E,2021-01-06,21560,780
41859,RD,E,2021-01-07,0,0
41860,RD,E,2021-01-08,8600,800
41861,RD,E,2021-01-09,0,0
41862,RD,E,2021-01-10,0,0
41863,RD,E,2021-01-11,17240,825
41864,RD,E,2021-01-12,17240,712
41865,RD,E,2021-01-13,12920,733
41866,RD,E,2021-01-14,8600,700
41867,RD,E,2021-01-15,10520,750
41868,RD,E,2021-01-16,0,0
41869,RD,E,2021-01-17,0,0
41870,RD,E,2021-01-18,8600,694
41871,RD,E,2021-01-19,0,0
41872,RD,E,2021-01-20,6440,783
41873,RD,E,2021-01-21,8600,775
41874,RD,E,2021-01-22,8600,712
41875,RD,E,2021-01-23,0,0
41876,RD,E,2021-01-24,0,0
41877,RD,E,2021-01-25,17240,675
41878,RD,E,2021-01-26,8600,675
41879,RD,E,2021-01-27,17240,656
41880,RD,E,2021-01-28,8600,700
41881,RD,E,2021-01-29,10760,680
41882,RD,E,2021-01-30,0,0
41883,RD,E,2021-01-31,0,0
41884,RD,E,2021-02-01,2140,650
41885,RD,E,2021-02-02,4300,625
41886,RD,E,2021-02-03,4300,587
41887,RD,E,2021-02-04,6460,617
41888,RD,E,2021-02-05,0,0
41889,RD,E,2021-02-06,0,0
41890,RD,E,2021-02-07,0,0
41891,RD,E,2021-02-08,0,0
41892,RD,E,2021-02-09,4300,575
41893,RD,E,2021-02-10,0,0
41894,RD,E,2021-02-11,0,0
41895,RD,E,2021-02-12,0,0
41896,RD,E,2021-02-13,0,0
41897,RD,E,2021-02-14,0,0
41898,RD,E,2021-02-15,0,0
41899,RD,E,2021-02-16,8600,512
41900,RD,E,2021-02-17,4300,500
41901,RD,E,2021-02-18,4300,487
41902,RD,E,2021-02-19,4300,525
41903,RD,E,2021-02-20,2140,450
41904,RD,E,2021-02-21,0,0
41905,RD,E,2021-02-22,8620,462
41906,RD,E,2021-02-23,4300,475
41907,RD,E,2021-02-24,4300,437
41908,RD,E,2021-02-25,0,0
41909,RD,E,2021-02-26,10760,475
41910,RD,E,2021-02-27,4300,450
41911,RD,E,2021-02-28,0,0
41912,RD,E,2021-03-01,8620,450
41913,RD,E,2021-03-02,6460,442
41914,RD,E,2021-03-03,4300,450
41915,RD,E,2021-03-04,9700,405
41916,RD,E,2021-03-05,4300,475
41917,RD,E,2021-03-06,0,0
41918,RD,E,2021-03-07,0,0
41919,RD,E,2021-03-08,6460,417
41920,RD,E,2021-03-09,4300,425
41921,RD,E,2021-03-10,4300,450
41922,RD,E,2021-03-11,4300,450
41923,RD,E,2021-03-12,4300,500
41924,RD,E,2021-03-13,0,0
41925,RD,E,2021-03-14,0,0
41926,RD,E,2021-03-15,0,0
41927,RD,E,2021-03-16,4300,500
41928,RD,E,2021-03-17,4300,525
41929,RD,E,2021-03-18,6460,483
41930,RD,E,2021-03-19,0,0
41931,RD,E,2021-03-20,2140,450
41932,RD,E,2021-03-21,0,0
41933,RD,E,2021-03-22,8620,437
41934,RD,E,2021-03-23,4300,450
41935,RD,E,2021-03-24,4300,450
41936,RD,E,2021-03-25,2140,450
41937,RD,E,2021-03-26,0,0
41938,RD,E,2021-03-27,3980,350
41939,RD,E,2021-03-28,0,0
41940,RD,E,2021-03-29,0,0
41941,RD,E,2021-03-30,4300,450
41942,RD,E,2021-03-31,4300,475
41943,RD,E,2021-04-01,10760,450
41944,RD,E,2021-04-02,8600,500
41945,RD,E,2021-04-03,8600,500
41946,RD,E,2021-04-04,0,0
41947,RD,E,2021-04-05,9960,475
41948,RD,E,2021-04-06,23720,359
41949,RD,E,2021-04-07,8600,550
41950,RD,E,2021-04-08,18760,394
41951,RD,E,2021-04-09,17240,362
41952,RD,E,2021-04-10,0,0
41953,RD,E,2021-04-11,0,0
41954,RD,E,2021-04-12,0,0
41955,RD,E,2021-04-13,0,0
41956,RD,E,2021-04-14,0,0
41957,RD,E,2021-04-15,0,0
41958,RD,E,2021-04-16,12920,450
41959,RD,E,2021-04-17,0,0
41960,RD,E,2021-04-18,0,0
41961,RD,E,2021-04-19,17280,438
41962,RD,E,2021-04-20,19360,400
41963,RD,E,2021-04-21,21560,425
41964,RD,E,2021-04-22,15080,429
41965,RD,E,2021-04-23,21560,380
41966,RD,E,2021-04-24,0,0
41967,RD,E,2021-04-25,0,0
41968,RD,E,2021-04-26,21560,465
41969,RD,E,2021-04-27,17240,450
41970,RD,E,2021-04-28,12920,487
41971,RD,E,2021-04-29,19400,441
41972,RD,E,2021-04-30,8600,500
41973,RD,E,2021-05-01,0,0
41974,RD,E,2021-05-02,0,0
41975,RD,E,2021-05-03,4300,500
41976,RD,E,2021-05-04,4300,475
41977,RD,E,2021-05-05,0,0
41978,RD,E,2021-05-06,4300,425
41979,RD,E,2021-05-07,3220,450
41980,RD,E,2021-05-08,0,0
41981,RD,E,2021-05-09,0,0
41982,RD,E,2021-05-10,2140,450
41983,RD,E,2021-05-11,3220,400
41984,RD,E,2021-05-12,0,0
41985,RD,E,2021-05-13,0,0
41986,RD,E,2021-05-14,0,0
41987,RD,E,2021-05-15,0,0
41988,RD,E,2021-05-16,0,0
41989,RD,E,2021-05-17,0,0
41990,RD,E,2021-05-18,0,0
41991,RD,E,2021-05-19,0,0
41992,RD,E,2021-05-20,0,0
41993,RD,E,2021-05-21,0,0
41994,RD,E,2021-05-22,0,0
41995,RD,E,2021-05-23,0,0
41996,RD,E,2021-05-24,0,0
41997,RD,E,2021-05-25,0,0
41998,RD,E,2021-05-26,0,0
41999,RD,E,2021-05-27,0,0
42000,RD,E,2021-05-28,0,0
42001,RD,E,2021-05-29,0,0
42002,RD,E,2021-05-30,0,0
42003,RD,E,2021-05-31,0,0
42004,RD,E,2021-06-01,0,0
42005,RD,E,2021-06-02,0,0
42006,RD,E,2021-06-03,0,0
42007,RD,E,2021-06-04,0,0
42008,RD,E,2021-06-05,0,0
42009,RD,E,2021-06-06,0,0
42010,RD,E,2021-06-07,0,0
42011,RD,E,2021-06-08,0,0
42012,RD,E,2021-06-09,0,0
42013,RD,E,2021-06-10,0,0
42014,RD,E,2021-06-11,0,0
42015,RD,E,2021-06-12,0,0
42016,RD,E,2021-06-13,0,0
42017,RD,E,2021-06-14,0,0
42018,RD,E,2021-06-15,0,0
42019,RD,E,2021-06-16,0,0
42020,RD,E,2021-06-17,0,0
42021,RD,E,2021-06-18,0,0
42022,RD,E,2021-06-19,0,0
42023,RD,E,2021-06-20,0,0
42024,RD,E,2021-06-21,0,0
42025,RD,E,2021-06-22,0,0
42026,RD,E,2021-06-23,0,0
42027,RD,E,2021-06-24,0,0
42028,RD,E,2021-06-25,0,0
42029,RD,E,2021-06-26,0,0
42030,RD,E,2021-06-27,0,0
42031,RD,E,2021-06-28,0,0
42032,RD,E,2021-06-29,0,0
42033,RD,E,2021-06-30,0,0
42034,RD,E,2021-07-01,0,0
42035,RD,E,2021-07-02,0,0
42036,RD,E,2021-07-03,0,0
42037,RD,E,2021-07-04,0,0
42038,RD,E,2021-07-05,0,0
42039,RD,E,2021-07-06,0,0
42040,RD,E,2021-07-07,0,0
42041,RD,E,2021-07-08,0,0
42042,RD,E,2021-07-09,0,0
42043,RD,E,2021-07-10,0,0
42044,RD,E,2021-07-11,0,0
42045,RD,E,2021-07-12,0,0
42046,RD,E,2021-07-13,0,0
42047,RD,E,2021-07-14,0,0
42048,RD,E,2021-07-15,0,0
42049,RD,E,2021-07-16,0,0
42050,RD,E,2021-07-17,0,0
42051,RD,E,2021-07-18,0,0
42052,RD,E,2021-07-19,0,0
42053,RD,E,2021-07-20,0,0
42054,RD,E,2021-07-21,0,0
42055,RD,E,2021-07-22,0,0
42056,RD,E,2021-07-23,0,0
42057,RD,E,2021-07-24,0,0
42058,RD,E,2021-07-25,0,0
42059,RD,E,2021-07-26,0,0
42060,RD,E,2021-07-27,0,0
42061,RD,E,2021-07-28,0,0
42062,RD,E,2021-07-29,0,0
42063,RD,E,2021-07-30,0,0
42064,RD,E,2021-07-31,0,0
42065,RD,E,2021-08-01,0,0
42066,RD,E,2021-08-02,0,0
42067,RD,E,2021-08-03,0,0
42068,RD,E,2021-08-04,0,0
42069,RD,E,2021-08-05,0,0
42070,RD,E,2021-08-06,0,0
42071,RD,E,2021-08-07,0,0
42072,RD,E,2021-08-08,0,0
42073,RD,E,2021-08-09,0,0
42074,RD,E,2021-08-10,0,0
42075,RD,E,2021-08-11,0,0
42076,RD,E,2021-08-12,0,0
42077,RD,E,2021-08-13,0,0
42078,RD,E,2021-08-14,0,0
42079,RD,E,2021-08-15,0,0
42080,RD,E,2021-08-16,0,0
42081,RD,E,2021-08-17,0,0
42082,RD,E,2021-08-18,0,0
42083,RD,E,2021-08-19,0,0
42084,RD,E,2021-08-20,0,0
42085,RD,E,2021-08-21,0,0
42086,RD,E,2021-08-22,0,0
42087,RD,E,2021-08-23,0,0
42088,RD,E,2021-08-24,0,0
42089,RD,E,2021-08-25,0,0
42090,RD,E,2021-08-26,0,0
42091,RD,E,2021-08-27,0,0
42092,RD,E,2021-08-28,0,0
42093,RD,E,2021-08-29,0,0
42094,RD,E,2021-08-30,0,0
42095,RD,E,2021-08-31,0,0
42096,RD,E,2021-09-01,0,0
42097,RD,E,2021-09-02,0,0
42098,RD,E,2021-09-03,0,0
42099,RD,E,2021-09-04,0,0
42100,RD,E,2021-09-05,0,0
42101,RD,E,2021-09-06,0,0
42102,RD,E,2021-09-07,0,0
42103,RD,E,2021-09-08,0,0
42104,RD,E,2021-09-09,0,0
42105,RD,E,2021-09-10,0,0
42106,RD,E,2021-09-11,0,0
42107,RD,E,2021-09-12,0,0
42108,RD,E,2021-09-13,0,0
42109,RD,E,2021-09-14,0,0
42110,RD,E,2021-09-15,0,0
42111,RD,E,2021-09-16,0,0
42112,RD,E,2021-09-17,0,0
42113,RD,E,2021-09-18,0,0
42114,RD,E,2021-09-19,0,0
42115,RD,E,2021-09-20,0,0
42116,RD,E,2021-09-21,0,0
42117,RD,E,2021-09-22,0,0
42118,RD,E,2021-09-23,0,0
42119,RD,E,2021-09-24,0,0
42120,RD,E,2021-09-25,0,0
42121,RD,E,2021-09-26,0,0
42122,RD,E,2021-09-27,0,0
42123,RD,E,2021-09-28,0,0
42124,RD,E,2021-09-29,0,0
42125,RD,E,2021-09-30,0,0
42126,RD,E,2021-10-01,0,0
42127,RD,E,2021-10-02,0,0
42128,RD,E,2021-10-03,0,0
42129,RD,E,2021-10-04,0,0
42130,RD,E,2021-10-05,0,0
42131,RD,E,2021-10-06,0,0
42132,RD,E,2021-10-07,0,0
42133,RD,E,2021-10-08,0,0
42134,RD,E,2021-10-09,0,0
42135,RD,E,2021-10-10,0,0
42136,RD,E,2021-10-11,0,0
42137,RD,E,2021-10-12,0,0
42138,RD,E,2021-10-13,0,0
42139,RD,E,2021-10-14,0,0
42140,RD,E,2021-10-15,0,0
42141,RD,E,2021-10-16,0,0
42142,RD,E,2021-10-17,0,0
42143,RD,E,2021-10-18,0,0
42144,RD,E,2021-10-19,0,0
42145,RD,E,2021-10-20,0,0
42146,RD,E,2021-10-21,0,0
42147,RD,E,2021-10-22,0,0
42148,RD,E,2021-10-23,0,0
42149,RD,E,2021-10-24,0,0
42150,RD,E,2021-10-25,0,0
42151,RD,E,2021-10-26,0,0
42152,RD,E,2021-10-27,0,0
42153,RD,E,2021-10-28,0,0
42154,RD,E,2021-10-29,0,0
42155,RD,E,2021-10-30,0,0
42156,RD,E,2021-10-31,0,0
42157,RD,E,2021-11-01,0,0
42158,RD,E,2021-11-02,0,0
42159,RD,E,2021-11-03,0,0
42160,RD,E,2021-11-04,0,0
42161,RD,E,2021-11-05,0,0
42162,RD,E,2021-11-06,0,0
42163,RD,E,2021-11-07,0,0
42164,RD,E,2021-11-08,0,0
42165,RD,E,2021-11-09,0,0
42166,RD,E,2021-11-10,0,0
42167,RD,E,2021-11-11,0,0
42168,RD,E,2021-11-12,0,0
42169,RD,E,2021-11-13,0,0
42170,RD,E,2021-11-14,0,0
42171,RD,E,2021-11-15,0,0
42172,RD,E,2021-11-16,0,0
42173,RD,E,2021-11-17,0,0
42174,RD,E,2021-11-18,0,0
42175,RD,E,2021-11-19,0,0
42176,RD,E,2021-11-20,0,0
42177,RD,E,2021-11-21,0,0
42178,RD,E,2021-11-22,0,0
42179,RD,E,2021-11-23,0,0
42180,RD,E,2021-11-24,0,0
42181,RD,E,2021-11-25,0,0
42182,RD,E,2021-11-26,0,0
42183,RD,E,2021-11-27,0,0
42184,RD,E,2021-11-28,0,0
42185,RD,E,2021-11-29,0,0
42186,RD,E,2021-11-30,0,0
42187,RD,E,2021-12-01,0,0
42188,RD,E,2021-12-02,0,0
42189,RD,E,2021-12-03,0,0
42190,RD,E,2021-12-04,0,0
42191,RD,E,2021-12-05,0,0
42192,RD,E,2021-12-06,0,0
42193,RD,E,2021-12-07,0,0
42194,RD,E,2021-12-08,0,0
42195,RD,E,2021-12-09,0,0
42196,RD,E,2021-12-10,0,0
42197,RD,E,2021-12-11,0,0
42198,RD,E,2021-12-12,0,0
42199,RD,E,2021-12-13,0,0
42200,RD,E,2021-12-14,0,0
42201,RD,E,2021-12-15,0,0
42202,RD,E,2021-12-16,0,0
42203,RD,E,2021-12-17,0,0
42204,RD,E,2021-12-18,0,0
42205,RD,E,2021-12-19,0,0
42206,RD,E,2021-12-20,0,0
42207,RD,E,2021-12-21,0,0
42208,RD,E,2021-12-22,0,0
42209,RD,E,2021-12-23,0,0
42210,RD,E,2021-12-24,0,0
42211,RD,E,2021-12-25,0,0
42212,RD,E,2021-12-26,0,0
42213,RD,E,2021-12-27,0,0
42214,RD,E,2021-12-28,0,0
42215,RD,E,2021-12-29,0,0
42216,RD,E,2021-12-30,0,0
42217,RD,E,2021-12-31,0,0
42218,RD,E,2022-01-01,0,0
42219,RD,E,2022-01-02,0,0
42220,RD,E,2022-01-03,0,0
42221,RD,E,2022-01-04,0,0
42222,RD,E,2022-01-05,0,0
42223,RD,E,2022-01-06,0,0
42224,RD,E,2022-01-07,0,0
42225,RD,E,2022-01-08,0,0
42226,RD,E,2022-01-09,0,0
42227,RD,E,2022-01-10,0,0
42228,RD,E,2022-01-11,0,0
42229,RD,E,2022-01-12,0,0
42230,RD,E,2022-01-13,0,0
42231,RD,E,2022-01-14,0,0
42232,RD,E,2022-01-15,0,0
42233,RD,E,2022-01-16,0,0
42234,RD,E,2022-01-17,0,0
42235,RD,E,2022-01-18,0,0
42236,RD,E,2022-01-19,0,0
42237,RD,E,2022-01-20,0,0
42238,RD,E,2022-01-21,0,0
42239,RD,E,2022-01-22,0,0
42240,RD,E,2022-01-23,0,0
42241,RD,E,2022-01-24,0,0
42242,RD,E,2022-01-25,0,0
42243,RD,E,2022-01-26,0,0
42244,RD,E,2022-01-27,0,0
42245,RD,E,2022-01-28,0,0
42246,RD,E,2022-01-29,0,0
42247,RD,E,2022-01-30,0,0
42248,RD,E,2022-01-31,0,0
42249,RD,E,2022-02-01,0,0
42250,RD,E,2022-02-02,0,0
42251,RD,E,2022-02-03,0,0
42252,RD,E,2022-02-04,0,0
42253,RD,E,2022-02-05,0,0
42254,RD,E,2022-02-06,0,0
42255,RD,E,2022-02-07,0,0
42256,RD,E,2022-02-08,0,0
42257,RD,E,2022-02-09,0,0
42258,RD,E,2022-02-10,0,0
42259,RD,E,2022-02-11,0,0
42260,RD,E,2022-02-12,0,0
42261,RD,E,2022-02-13,0,0
42262,RD,E,2022-02-14,0,0
42263,RD,E,2022-02-15,0,0
42264,RD,E,2022-02-16,0,0
42265,RD,E,2022-02-17,0,0
42266,RD,E,2022-02-18,0,0
42267,RD,E,2022-02-19,0,0
42268,RD,E,2022-02-20,0,0
42269,RD,E,2022-02-21,0,0
42270,RD,E,2022-02-22,0,0
42271,RD,E,2022-02-23,0,0
42272,RD,E,2022-02-24,0,0
42273,RD,E,2022-02-25,0,0
42274,RD,E,2022-02-26,0,0
42275,RD,E,2022-02-27,0,0
42276,RD,E,2022-02-28,0,0
42277,RD,E,2022-03-01,0,0
42278,RD,E,2022-03-02,0,0
42279,RD,E,2022-03-03,0,0
42280,RD,E,2022-03-04,0,0
42281,RD,E,2022-03-05,0,0
42282,RD,E,2022-03-06,0,0
42283,RD,E,2022-03-07,0,0
42284,RD,E,2022-03-08,0,0
42285,RD,E,2022-03-09,0,0
42286,RD,E,2022-03-10,0,0
42287,RD,E,2022-03-11,0,0
42288,RD,E,2022-03-12,0,0
42289,RD,E,2022-03-13,0,0
42290,RD,E,2022-03-14,0,0
42291,RD,E,2022-03-15,0,0
42292,RD,E,2022-03-16,0,0
42293,RD,E,2022-03-17,0,0
42294,RD,E,2022-03-18,0,0
42295,RD,E,2022-03-19,0,0
42296,RD,E,2022-03-20,0,0
42297,RD,E,2022-03-21,0,0
42298,RD,E,2022-03-22,0,0
42299,RD,E,2022-03-23,0,0
42300,RD,E,2022-03-24,0,0
42301,RD,E,2022-03-25,0,0
42302,RD,E,2022-03-26,0,0
42303,RD,E,2022-03-27,0,0
42304,RD,E,2022-03-28,0,0
42305,RD,E,2022-03-29,0,0
42306,RD,E,2022-03-30,0,0
42307,RD,E,2022-03-31,0,0
42308,RD,E,2022-04-01,0,0
42309,RD,E,2022-04-02,0,0
42310,RD,E,2022-04-03,0,0
42311,RD,E,2022-04-04,0,0
42312,RD,E,2022-04-05,0,0
42313,RD,E,2022-04-06,0,0
42314,RD,E,2022-04-07,0,0
42315,RD,E,2022-04-08,0,0
42316,RD,E,2022-04-09,0,0
42317,RD,E,2022-04-10,0,0
42318,RD,E,2022-04-11,0,0
42319,RD,E,2022-04-12,0,0
42320,RD,E,2022-04-13,0,0
42321,RD,E,2022-04-14,0,0
42322,RD,E,2022-04-15,0,0
42323,RD,E,2022-04-16,0,0
42324,RD,E,2022-04-17,0,0
42325,RD,E,2022-04-18,0,0
42326,RD,E,2022-04-19,0,0
42327,RD,E,2022-04-20,0,0
42328,RD,E,2022-04-21,0,0
42329,RD,E,2022-04-22,0,0
42330,RD,E,2022-04-23,0,0
42331,RD,E,2022-04-24,0,0
42332,RD,E,2022-04-25,0,0
42333,RD,E,2022-04-26,0,0
42334,RD,E,2022-04-27,0,0
42335,RD,E,2022-04-28,0,0
42336,RD,E,2022-04-29,0,0
42337,RD,E,2022-04-30,0,0
42338,RD,E,2022-05-01,0,0
42339,RD,E,2022-05-02,0,0
42340,RD,E,2022-05-03,0,0
42341,RD,E,2022-05-04,0,0
42342,RD,E,2022-05-05,0,0
42343,RD,E,2022-05-06,0,0
42344,RD,E,2022-05-07,0,0
42345,RD,E,2022-05-08,0,0
42346,RD,E,2022-05-09,0,0
42347,RD,E,2022-05-10,0,0
42348,RD,E,2022-05-11,0,0
42349,RD,E,2022-05-12,0,0
42350,RD,E,2022-05-13,0,0
42351,RD,E,2022-05-14,0,0
42352,RD,E,2022-05-15,0,0
42353,RD,E,2022-05-16,0,0
42354,RD,E,2022-05-17,0,0
42355,RD,E,2022-05-18,0,0
42356,RD,E,2022-05-19,0,0
42357,RD,E,2022-05-20,0,0
42358,RD,E,2022-05-21,0,0
42359,RD,E,2022-05-22,0,0
42360,RD,E,2022-05-23,0,0
42361,RD,E,2022-05-24,0,0
42362,RD,E,2022-05-25,0,0
42363,RD,E,2022-05-26,0,0
42364,RD,E,2022-05-27,0,0
42365,RD,E,2022-05-28,0,0
42366,RD,E,2022-05-29,0,0
42367,RD,E,2022-05-30,0,0
42368,RD,E,2022-05-31,0,0
42369,RD,E,2022-06-01,0,0
42370,RD,E,2022-06-02,0,0
42371,RD,E,2022-06-03,0,0
42372,RD,E,2022-06-04,0,0
42373,RD,E,2022-06-05,0,0
42374,RD,E,2022-06-06,0,0
42375,RD,E,2022-06-07,0,0
42376,RD,E,2022-06-08,0,0
42377,RD,E,2022-06-09,0,0
42378,RD,E,2022-06-10,0,0
42379,RD,E,2022-06-11,0,0
42380,RD,E,2022-06-12,0,0
42381,RD,E,2022-06-13,0,0
42382,RD,E,2022-06-14,0,0
42383,RD,E,2022-06-15,0,0
42384,RD,E,2022-06-16,0,0
42385,RD,E,2022-06-17,0,0
42386,RD,E,2022-06-18,0,0
42387,RD,E,2022-06-19,0,0
42388,RD,E,2022-06-20,0,0
42389,RD,E,2022-06-21,0,0
42390,RD,E,2022-06-22,0,0
42391,RD,E,2022-06-23,0,0
42392,RD,E,2022-06-24,0,0
42393,RD,E,2022-06-25,0,0
42394,RD,E,2022-06-26,0,0
42395,RD,E,2022-06-27,0,0
42396,RD,E,2022-06-28,0,0
42397,RD,E,2022-06-29,0,0
42398,RD,E,2022-06-30,0,0
42399,RD,E,2022-07-01,0,0
42400,RD,E,2022-07-02,0,0
42401,RD,E,2022-07-03,0,0
42402,RD,E,2022-07-04,0,0
42403,RD,E,2022-07-05,0,0
42404,RD,E,2022-07-06,0,0
42405,RD,E,2022-07-07,0,0
42406,RD,E,2022-07-08,0,0
42407,RD,E,2022-07-09,0,0
42408,RD,E,2022-07-10,0,0
42409,RD,E,2022-07-11,0,0
42410,RD,E,2022-07-12,0,0
42411,RD,E,2022-07-13,0,0
42412,RD,E,2022-07-14,0,0
42413,RD,E,2022-07-15,0,0
42414,RD,E,2022-07-16,0,0
42415,RD,E,2022-07-17,0,0
42416,RD,E,2022-07-18,0,0
42417,RD,E,2022-07-19,0,0
42418,RD,E,2022-07-20,0,0
42419,RD,E,2022-07-21,0,0
42420,RD,E,2022-07-22,0,0
42421,RD,E,2022-07-23,0,0
42422,RD,E,2022-07-24,0,0
42423,RD,E,2022-07-25,0,0
42424,RD,E,2022-07-26,0,0
42425,RD,E,2022-07-27,0,0
42426,RD,E,2022-07-28,0,0
42427,RD,E,2022-07-29,0,0
42428,RD,E,2022-07-30,0,0
42429,RD,E,2022-07-31,0,0
42430,RD,E,2022-08-01,0,0
42431,RD,E,2022-08-02,0,0
42432,RD,E,2022-08-03,0,0
42433,RD,E,2022-08-04,0,0
42434,RD,E,2022-08-05,0,0
42435,RD,E,2022-08-06,0,0
42436,RD,E,2022-08-07,0,0
42437,RD,E,2022-08-08,0,0
42438,RD,E,2022-08-09,0,0
42439,RD,E,2022-08-10,0,0
42440,RD,E,2022-08-11,0,0
42441,RD,E,2022-08-12,0,0
42442,RD,E,2022-08-13,0,0
42443,RD,E,2022-08-14,0,0
42444,RD,E,2022-08-15,0,0
42445,RD,E,2022-08-16,0,0
42446,RD,E,2022-08-17,0,0
42447,RD,E,2022-08-18,0,0
42448,RD,E,2022-08-19,0,0
42449,RD,E,2022-08-20,0,0
42450,RD,E,2022-08-21,0,0
42451,RD,E,2022-08-22,0,0
42452,RD,E,2022-08-23,0,0
42453,RD,E,2022-08-24,0,0
42454,RD,E,2022-08-25,0,0
42455,RD,E,2022-08-26,0,0
42456,RD,E,2022-08-27,0,0
42457,RD,E,2022-08-28,0,0
42458,RD,E,2022-08-29,0,0
42459,RD,E,2022-08-30,0,0
42460,RD,E,2022-08-31,0,0
42461,RD,E,2022-09-01,0,0
42462,RD,E,2022-09-02,0,0
42463,RD,E,2022-09-03,0,0
42464,RD,E,2022-09-04,0,0
42465,RD,E,2022-09-05,0,0
42466,RD,E,2022-09-06,0,0
42467,RD,E,2022-09-07,0,0
42468,RD,E,2022-09-08,0,0
42469,RD,E,2022-09-09,0,0
42470,RD,E,2022-09-10,0,0
42471,RD,E,2022-09-11,0,0
42472,RD,E,2022-09-12,0,0
42473,RD,E,2022-09-13,0,0
42474,RD,E,2022-09-14,0,0
42475,RD,E,2022-09-15,0,0
42476,RD,E,2022-09-16,0,0
42477,RD,E,2022-09-17,0,0
42478,RD,E,2022-09-18,0,0
42479,RD,E,2022-09-19,0,0
42480,RD,E,2022-09-20,0,0
42481,RD,E,2022-09-21,0,0
42482,RD,E,2022-09-22,0,0
42483,RD,E,2022-09-23,0,0
42484,RD,E,2022-09-24,0,0
42485,RD,E,2022-09-25,0,0
42486,RD,E,2022-09-26,0,0
42487,RD,E,2022-09-27,0,0
42488,RD,E,2022-09-28,0,0
42489,RD,E,2022-09-29,0,0
42490,RD,E,2022-09-30,0,0
42491,RD,E,2022-10-01,0,0
42492,RD,E,2022-10-02,0,0
42493,RD,E,2022-10-03,0,0
42494,RD,E,2022-10-04,0,0
42495,RD,E,2022-10-05,0,0
42496,RD,E,2022-10-06,0,0
42497,RD,E,2022-10-07,0,0
42498,RD,E,2022-10-08,0,0
42499,RD,E,2022-10-09,0,0
42500,RD,E,2022-10-10,0,0
42501,RD,E,2022-10-11,0,0
42502,RD,E,2022-10-12,0,0
42503,RD,E,2022-10-13,0,0
42504,RD,E,2022-10-14,0,0
42505,RD,E,2022-10-15,0,0
42506,RD,E,2022-10-16,0,0
42507,RD,E,2022-10-17,0,0
42508,RD,E,2022-10-18,0,0
42509,RD,E,2022-10-19,0,0
42510,RD,E,2022-10-20,0,0
42511,RD,E,2022-10-21,0,0
42512,RD,E,2022-10-22,0,0
42513,RD,E,2022-10-23,0,0
42514,RD,E,2022-10-24,0,0
42515,RD,E,2022-10-25,0,0
42516,RD,E,2022-10-26,0,0
42517,RD,E,2022-10-27,0,0
42518,RD,E,2022-10-28,0,0
42519,RD,E,2022-10-29,0,0
42520,RD,E,2022-10-30,0,0
42521,RD,E,2022-10-31,0,0
42522,RD,E,2022-11-01,0,0
42523,RD,E,2022-11-02,0,0
42524,RD,E,2022-11-03,0,0
42525,RD,E,2022-11-04,0,0
42526,RD,E,2022-11-05,0,0
42527,RD,E,2022-11-06,0,0
42528,RD,E,2022-11-07,0,0
42529,RD,E,2022-11-08,0,0
42530,RD,E,2022-11-09,0,0
42531,RD,E,2022-11-10,0,0
42532,RD,E,2022-11-11,0,0
42533,RD,E,2022-11-12,0,0
42534,RD,E,2022-11-13,0,0
42535,RD,E,2022-11-14,0,0
42536,RD,E,2022-11-15,0,0
42537,RD,E,2022-11-16,0,0
42538,RD,E,2022-11-17,0,0
42539,RD,E,2022-11-18,0,0
42540,RD,E,2022-11-19,0,0
42541,RD,E,2022-11-20,0,0
42542,RD,E,2022-11-21,0,0
42543,RD,E,2022-11-22,0,0
42544,RD,E,2022-11-23,0,0
42545,RD,E,2022-11-24,0,0
42546,RD,E,2022-11-25,0,0
42547,RD,E,2022-11-26,0,0
42548,RD,E,2022-11-27,0,0
42549,RD,E,2022-11-28,0,0
42550,RD,E,2022-11-29,0,0
42551,RD,E,2022-11-30,0,0
42552,RD,E,2022-12-01,0,0
42553,RD,E,2022-12-02,0,0
42554,RD,E,2022-12-03,0,0
42555,RD,E,2022-12-04,0,0
42556,RD,E,2022-12-05,0,0
42557,RD,E,2022-12-06,8620,637
42558,RD,E,2022-12-07,8620,600
42559,RD,E,2022-12-08,0,0
42560,RD,E,2022-12-09,6460,458
42561,RD,E,2022-12-10,7540,386
42562,RD,E,2022-12-11,0,0
42563,RD,E,2022-12-12,0,0
42564,RD,E,2022-12-13,0,0
42565,RD,E,2022-12-14,0,0
42566,RD,E,2022-12-15,4300,550
42567,RD,E,2022-12-16,3220,539
42568,RD,E,2022-12-17,8620,525
42569,RD,E,2022-12-18,0,0
