date,item,corporation,location,model,answer
2023-12-11,RD,D,J,ExtraTree,10.79211048163438
2023-12-12,RD,D,J,ExtraTree,97.9936969684727
2023-12-13,RD,D,J,ExtraTree,0.0
2023-12-14,RD,D,J,ExtraTree,0.0
2023-12-15,RD,D,J,ExtraTree,608.416887319584
2023-12-16,RD,D,J,ExtraTree,244.3147368273067
2023-12-17,RD,D,J,ExtraTree,244.3147368273067
2023-12-18,RD,D,J,ExtraTree,0.2625
2023-12-19,RD,D,J,ExtraTree,0.5416666666666666
2023-12-20,RD,D,J,ExtraTree,0.066875
2023-12-21,RD,D,J,ExtraTree,565.4430490271575
2023-12-22,RD,D,J,ExtraTree,110.5515661821838
2023-12-23,RD,D,J,ExtraTree,508.88444599375316
2023-12-24,RD,D,J,ExtraTree,508.88444599375316
2023-12-25,RD,D,J,ExtraTree,21.452426926831333
2023-12-26,RD,D,J,ExtraTree,609.5526707997883
2023-12-27,RD,D,J,ExtraTree,155.27675623008525
2023-12-28,RD,D,J,ExtraTree,521.9189427416948
2023-12-29,RD,D,J,ExtraTree,475.3099839931312
2023-12-30,RD,D,J,ExtraTree,593.0238087127334
2023-12-31,RD,D,J,ExtraTree,593.0238087127334
2023-11-01,RD,D,S,ExtraTree,0.0
2023-11-02,RD,D,S,ExtraTree,0.0
2023-11-03,RD,D,S,ExtraTree,0.0
2023-11-04,RD,D,S,ExtraTree,0.0
2023-11-05,RD,D,S,ExtraTree,0.0
2023-11-06,RD,D,S,ExtraTree,0.0
2023-11-07,RD,D,S,ExtraTree,0.0
2023-11-08,RD,D,S,ExtraTree,0.0
2023-11-09,RD,D,S,ExtraTree,0.0
2023-11-10,RD,D,S,ExtraTree,0.0
2023-11-11,RD,D,S,ExtraTree,0.0
2023-11-12,RD,D,S,ExtraTree,0.0
2023-11-13,RD,D,S,ExtraTree,0.0
2023-11-14,RD,D,S,ExtraTree,0.0
2023-11-15,RD,D,S,ExtraTree,0.0
2023-11-16,RD,D,S,ExtraTree,0.0
2023-11-17,RD,D,S,ExtraTree,0.0
2023-11-18,RD,D,S,ExtraTree,0.0
2023-11-19,RD,D,S,ExtraTree,0.0
2023-11-20,RD,D,S,ExtraTree,0.0
2023-11-21,RD,D,S,ExtraTree,0.0
2023-11-22,RD,D,S,ExtraTree,0.0
2023-11-23,RD,D,S,ExtraTree,0.0
2023-11-24,RD,D,S,ExtraTree,0.0
2023-11-25,RD,D,S,ExtraTree,0.0
2023-11-26,RD,D,S,ExtraTree,0.0
2023-11-27,RD,D,S,ExtraTree,0.24118421052631578
2023-11-28,RD,D,S,ExtraTree,0.0
2023-11-29,RD,D,S,ExtraTree,0.0
2023-11-30,RD,D,S,ExtraTree,0.0
2023-12-01,RD,D,S,ExtraTree,0.217
2023-12-02,RD,D,S,ExtraTree,0.48
2023-12-03,RD,D,S,ExtraTree,0.48
2023-12-04,RD,D,S,ExtraTree,0.0
2023-12-05,RD,D,S,ExtraTree,0.0
2023-12-06,RD,D,S,ExtraTree,10.108885416666666
2023-12-07,RD,D,S,ExtraTree,7.604620535714286
2023-12-08,RD,D,S,ExtraTree,5.927870535714286
2023-12-09,RD,D,S,ExtraTree,444.6663352660705
2023-12-10,RD,D,S,ExtraTree,444.6663352660705
2023-12-11,RD,D,S,ExtraTree,3.3637500000000005
2023-12-12,RD,D,S,ExtraTree,438.2134362689293
2023-12-13,RD,D,S,ExtraTree,377.1458851930079
2023-12-14,RD,D,S,ExtraTree,413.8530163866707
2023-12-15,RD,D,S,ExtraTree,428.4749973211311
2023-12-16,RD,D,S,ExtraTree,483.02034726822137
2023-12-17,RD,D,S,ExtraTree,483.02034726822137
2023-12-18,RD,D,S,ExtraTree,0.2001315789473684
2023-12-19,RD,D,S,ExtraTree,397.6517759570454
2023-12-20,RD,D,S,ExtraTree,670.4278913977914
2023-12-21,RD,D,S,ExtraTree,587.9547615212695
2023-12-22,RD,D,S,ExtraTree,580.3331175526831
2023-12-23,RD,D,S,ExtraTree,672.9821761212598
2023-12-24,RD,D,S,ExtraTree,672.9821761212598
2023-12-25,RD,D,S,ExtraTree,718.6386641626137
2023-12-26,RD,D,S,ExtraTree,584.4371513418286
2023-12-27,RD,D,S,ExtraTree,618.003719018674
2023-12-28,RD,D,S,ExtraTree,632.3217725392722
2023-12-29,RD,D,S,ExtraTree,542.0032287585324
2023-12-30,RD,D,S,ExtraTree,641.5818749116842
2023-12-31,RD,D,S,ExtraTree,641.5818749116842
2023-11-01,RD,E,J,ExtraTree,0.0
2023-11-02,RD,E,J,ExtraTree,0.0
2023-11-03,RD,E,J,ExtraTree,0.0
2023-11-04,RD,E,J,ExtraTree,0.0
2023-11-05,RD,E,J,ExtraTree,0.0
2023-11-06,RD,E,J,ExtraTree,0.0
2023-11-07,RD,E,J,ExtraTree,0.0
2023-11-08,RD,E,J,ExtraTree,0.0
2023-11-09,RD,E,J,ExtraTree,0.0
2023-11-10,RD,E,J,ExtraTree,0.0
2023-11-11,RD,E,J,ExtraTree,0.0
2023-11-12,RD,E,J,ExtraTree,0.0
2023-11-13,RD,E,J,ExtraTree,0.0
2023-11-14,RD,E,J,ExtraTree,0.0
2023-11-15,RD,E,J,ExtraTree,0.0
2023-11-16,RD,E,J,ExtraTree,0.0
2023-11-17,RD,E,J,ExtraTree,0.0
2023-11-18,RD,E,J,ExtraTree,0.0
2023-11-19,RD,E,J,ExtraTree,0.0
2023-11-20,RD,E,J,ExtraTree,0.0
2023-11-21,RD,E,J,ExtraTree,0.0
2023-11-22,RD,E,J,ExtraTree,0.0
2023-11-23,RD,E,J,ExtraTree,0.0
2023-11-24,RD,E,J,ExtraTree,0.0
2023-11-25,RD,E,J,ExtraTree,0.0
2023-11-26,RD,E,J,ExtraTree,0.0
2023-11-27,RD,E,J,ExtraTree,0.0
2023-11-28,RD,E,J,ExtraTree,0.0
2023-11-29,RD,E,J,ExtraTree,1.6707586580086584
2023-11-30,RD,E,J,ExtraTree,1.6707586580086584
2023-12-01,RD,E,J,ExtraTree,1.6707586580086584
2023-12-02,RD,E,J,ExtraTree,1.6707586580086584
2023-12-03,RD,E,J,ExtraTree,1.6707586580086584
2023-12-04,RD,E,J,ExtraTree,0.5995681818181817
2023-12-05,RD,E,J,ExtraTree,511.8943271068321
2023-12-06,RD,E,J,ExtraTree,2.5889936840120664
2023-12-07,RD,E,J,ExtraTree,0.0
2023-12-08,RD,E,J,ExtraTree,0.0
2023-12-09,RD,E,J,ExtraTree,0.0
2023-12-10,RD,E,J,ExtraTree,0.0
2023-12-11,RD,E,J,ExtraTree,0.0
2023-12-12,RD,E,J,ExtraTree,0.0
2023-12-13,RD,E,J,ExtraTree,0.0
2023-12-14,RD,E,J,ExtraTree,4.804980654761905
2023-12-15,RD,E,J,ExtraTree,6.509722353830808
2023-12-16,RD,E,J,ExtraTree,16.05608108810059
2023-12-17,RD,E,J,ExtraTree,16.05608108810059
2023-12-18,RD,E,J,ExtraTree,0.0
2023-12-19,RD,E,J,ExtraTree,4.599478911788695
2023-12-20,RD,E,J,ExtraTree,496.065436784207
2023-12-21,RD,E,J,ExtraTree,579.2300458772065
2023-12-22,RD,E,J,ExtraTree,572.9838925859184
2023-12-23,RD,E,J,ExtraTree,577.2108575176903
2023-12-24,RD,E,J,ExtraTree,577.2108575176903
2023-12-25,RD,E,J,ExtraTree,12.342031709428465
2023-12-26,RD,E,J,ExtraTree,508.6409001854147
2023-12-27,RD,E,J,ExtraTree,3.946980567296929
2023-12-28,RD,E,J,ExtraTree,15.597363550886342
2023-12-29,RD,E,J,ExtraTree,516.2919757204104
2023-12-30,RD,E,J,ExtraTree,574.6377382845805
2023-12-31,RD,E,J,ExtraTree,574.6377382845805
2023-11-01,RD,E,S,ExtraTree,0.03463855421686745
2023-11-02,RD,E,S,ExtraTree,0.0
2023-11-03,RD,E,S,ExtraTree,0.0
2023-11-04,RD,E,S,ExtraTree,0.0214942528735632
2023-11-05,RD,E,S,ExtraTree,0.0214942528735632
2023-11-06,RD,E,S,ExtraTree,0.0
2023-11-07,RD,E,S,ExtraTree,0.0114583333333333
2023-11-08,RD,E,S,ExtraTree,0.03463855421686745
2023-11-09,RD,E,S,ExtraTree,0.0
2023-11-10,RD,E,S,ExtraTree,0.0
2023-11-11,RD,E,S,ExtraTree,0.0214942528735632
2023-11-12,RD,E,S,ExtraTree,0.0214942528735632
2023-11-13,RD,E,S,ExtraTree,0.0
2023-11-14,RD,E,S,ExtraTree,0.0114583333333333
2023-11-15,RD,E,S,ExtraTree,0.03463855421686745
2023-11-16,RD,E,S,ExtraTree,0.0
2023-11-17,RD,E,S,ExtraTree,0.0
2023-11-18,RD,E,S,ExtraTree,0.0214942528735632
2023-11-19,RD,E,S,ExtraTree,0.0214942528735632
2023-11-20,RD,E,S,ExtraTree,0.0
2023-11-21,RD,E,S,ExtraTree,0.0114583333333333
2023-11-22,RD,E,S,ExtraTree,0.03463855421686745
2023-11-23,RD,E,S,ExtraTree,0.0
2023-11-24,RD,E,S,ExtraTree,0.0
2023-11-25,RD,E,S,ExtraTree,0.0214942528735632
2023-11-26,RD,E,S,ExtraTree,0.0214942528735632
2023-11-27,RD,E,S,ExtraTree,0.0
2023-11-28,RD,E,S,ExtraTree,0.0114583333333333
2023-11-29,RD,E,S,ExtraTree,0.03463855421686745
2023-11-30,RD,E,S,ExtraTree,2.6095627289377292
2023-12-01,RD,E,S,ExtraTree,0.5
2023-12-02,RD,E,S,ExtraTree,5.591414887794198
2023-12-03,RD,E,S,ExtraTree,5.591414887794198
2023-12-04,RD,E,S,ExtraTree,0.0
2023-12-05,RD,E,S,ExtraTree,0.6023313492063491
2023-12-06,RD,E,S,ExtraTree,523.9491076562326
2023-12-07,RD,E,S,ExtraTree,592.5976637207821
2023-12-08,RD,E,S,ExtraTree,3.2116991341991343
2023-12-09,RD,E,S,ExtraTree,473.3872885594796
2023-12-10,RD,E,S,ExtraTree,473.3872885594796
2023-12-11,RD,E,S,ExtraTree,0.0
2023-12-12,RD,E,S,ExtraTree,1.285424297924298
2023-12-13,RD,E,S,ExtraTree,0.6153846153846154
2023-12-14,RD,E,S,ExtraTree,8.83456043956044
2023-12-15,RD,E,S,ExtraTree,491.62030509074265
2023-12-16,RD,E,S,ExtraTree,536.7782947877286
2023-12-17,RD,E,S,ExtraTree,536.7782947877286
2023-12-18,RD,E,S,ExtraTree,2.653958333333333
2023-12-19,RD,E,S,ExtraTree,0.0114583333333333
2023-12-20,RD,E,S,ExtraTree,1.535909527972028
2023-12-21,RD,E,S,ExtraTree,0.09134615384615385
2023-12-22,RD,E,S,ExtraTree,0.0
2023-12-23,RD,E,S,ExtraTree,0.2520833333333334
2023-12-24,RD,E,S,ExtraTree,0.2520833333333334
2023-12-25,RD,E,S,ExtraTree,0.27905701754385964
2023-12-26,RD,E,S,ExtraTree,0.0114583333333333
2023-12-27,RD,E,S,ExtraTree,1.689755681818182
2023-12-28,RD,E,S,ExtraTree,3.085830835830836
2023-12-29,RD,E,S,ExtraTree,0.18055555555555555
2023-12-30,RD,E,S,ExtraTree,0.8215277777777777
2023-12-31,RD,E,S,ExtraTree,0.8215277777777777
2023-11-01,RD,F,J,ExtraTree,0.21484125956981528
2023-11-02,RD,F,J,ExtraTree,0.16404520551510526
2023-11-03,RD,F,J,ExtraTree,0.33431218537816254
2023-11-04,RD,F,J,ExtraTree,0.2940353700385764
2023-11-05,RD,F,J,ExtraTree,0.2940353700385764
2023-11-06,RD,F,J,ExtraTree,0.12859637605042015
2023-11-07,RD,F,J,ExtraTree,248.68832081477711
2023-11-08,RD,F,J,ExtraTree,138.39180431828746
2023-11-09,RD,F,J,ExtraTree,0.035448829464685125
2023-11-10,RD,F,J,ExtraTree,0.1217158093277423
2023-11-11,RD,F,J,ExtraTree,0.10356399398815617
2023-11-12,RD,F,J,ExtraTree,0.10356399398815617
2023-11-13,RD,F,J,ExtraTree,0.0
2023-11-14,RD,F,J,ExtraTree,0.30320932257645533
2023-11-15,RD,F,J,ExtraTree,0.81413441433172
2023-11-16,RD,F,J,ExtraTree,1.6445365819899378
2023-11-17,RD,F,J,ExtraTree,0.5320570155071838
2023-11-18,RD,F,J,ExtraTree,0.43654156380396136
2023-11-19,RD,F,J,ExtraTree,0.43654156380396136
2023-11-20,RD,F,J,ExtraTree,0.013888888888888874
2023-11-21,RD,F,J,ExtraTree,258.8571239846465
2023-11-22,RD,F,J,ExtraTree,401.78610152138606
2023-11-23,RD,F,J,ExtraTree,345.5546396161052
2023-11-24,RD,F,J,ExtraTree,384.70584951459296
2023-11-25,RD,F,J,ExtraTree,173.03883874428516
2023-11-26,RD,F,J,ExtraTree,173.03883874428516
2023-11-27,RD,F,J,ExtraTree,41.06274350196904
2023-11-28,RD,F,J,ExtraTree,354.44635571578937
2023-11-29,RD,F,J,ExtraTree,491.8296500257989
2023-11-30,RD,F,J,ExtraTree,587.1853162329792
2023-12-01,RD,F,J,ExtraTree,608.6348610441956
2023-12-02,RD,F,J,ExtraTree,655.0863999346436
2023-12-03,RD,F,J,ExtraTree,655.0863999346436
2023-12-04,RD,F,J,ExtraTree,13.193654937551438
2023-12-05,RD,F,J,ExtraTree,402.6622109118798
2023-12-06,RD,F,J,ExtraTree,528.3569428813081
2023-12-07,RD,F,J,ExtraTree,500.17200654773285
2023-12-08,RD,F,J,ExtraTree,456.89148467621817
2023-12-09,RD,F,J,ExtraTree,470.1905568201003
2023-12-10,RD,F,J,ExtraTree,470.1905568201003
2023-12-11,RD,F,J,ExtraTree,2.2818695667227433
2023-12-12,RD,F,J,ExtraTree,555.7974691451502
2023-12-13,RD,F,J,ExtraTree,437.0396671473666
2023-12-14,RD,F,J,ExtraTree,508.8269033901727
2023-12-15,RD,F,J,ExtraTree,483.5084387000785
2023-12-16,RD,F,J,ExtraTree,567.6725301433545
2023-12-17,RD,F,J,ExtraTree,567.6725301433545
2023-12-18,RD,F,J,ExtraTree,11.885217427703612
2023-12-19,RD,F,J,ExtraTree,714.2872059619125
2023-12-20,RD,F,J,ExtraTree,608.1726643011041
2023-12-21,RD,F,J,ExtraTree,525.9243531841508
2023-12-22,RD,F,J,ExtraTree,519.9908283907724
2023-12-23,RD,F,J,ExtraTree,602.8169363764642
2023-12-24,RD,F,J,ExtraTree,602.8169363764642
2023-12-25,RD,F,J,ExtraTree,643.1163153988819
2023-12-26,RD,F,J,ExtraTree,570.4846700250414
2023-12-27,RD,F,J,ExtraTree,577.7143849442932
2023-12-28,RD,F,J,ExtraTree,566.5758730613497
2023-12-29,RD,F,J,ExtraTree,561.3506968702727
2023-12-30,RD,F,J,ExtraTree,596.664204922231
2023-12-31,RD,F,J,ExtraTree,596.664204922231
2023-11-01,TG,A,J,ExtraTree,1179.2814235209237
2023-11-02,TG,A,J,ExtraTree,1040.4342316017312
2023-11-03,TG,A,J,ExtraTree,1058.3867676767672
2023-11-04,TG,A,J,ExtraTree,1029.4930443722938
2023-11-05,TG,A,J,ExtraTree,1029.4930443722938
2023-11-06,TG,A,J,ExtraTree,0.0
2023-11-07,TG,A,J,ExtraTree,1131.505823953824
2023-11-08,TG,A,J,ExtraTree,1199.8090772005771
2023-11-09,TG,A,J,ExtraTree,1143.5928214285714
2023-11-10,TG,A,J,ExtraTree,1243.8565685425683
2023-11-11,TG,A,J,ExtraTree,1084.341723304473
2023-11-12,TG,A,J,ExtraTree,1084.341723304473
2023-11-13,TG,A,J,ExtraTree,9.09402777777778
2023-11-14,TG,A,J,ExtraTree,1068.198104256854
2023-11-15,TG,A,J,ExtraTree,1204.0581803751802
2023-11-16,TG,A,J,ExtraTree,1220.8991385281388
2023-11-17,TG,A,J,ExtraTree,1206.913762265512
2023-11-18,TG,A,J,ExtraTree,1349.9049188311694
2023-11-19,TG,A,J,ExtraTree,1349.9049188311694
2023-11-20,TG,A,J,ExtraTree,0.0
2023-11-21,TG,A,J,ExtraTree,1065.273953102453
2023-11-22,TG,A,J,ExtraTree,1134.2154361471862
2023-11-23,TG,A,J,ExtraTree,1032.8213416305916
2023-11-24,TG,A,J,ExtraTree,1629.1495945165946
2023-11-25,TG,A,J,ExtraTree,1782.818017676767
2023-11-26,TG,A,J,ExtraTree,1782.818017676767
2023-11-27,TG,A,J,ExtraTree,11.38236976911977
2023-11-28,TG,A,J,ExtraTree,1059.720107864358
2023-11-29,TG,A,J,ExtraTree,1541.137293290043
2023-11-30,TG,A,J,ExtraTree,1102.5260238095238
2023-12-01,TG,A,J,ExtraTree,1030.699998917749
2023-12-02,TG,A,J,ExtraTree,1411.5750728715732
2023-12-03,TG,A,J,ExtraTree,1411.5750728715732
2023-12-04,TG,A,J,ExtraTree,0.0
2023-12-05,TG,A,J,ExtraTree,1410.399187728938
2023-12-06,TG,A,J,ExtraTree,1456.5519011544009
2023-12-07,TG,A,J,ExtraTree,1663.5004808802312
2023-12-08,TG,A,J,ExtraTree,1304.40943001443
2023-12-09,TG,A,J,ExtraTree,1283.2632207792203
2023-12-10,TG,A,J,ExtraTree,1283.2632207792203
2023-12-11,TG,A,J,ExtraTree,0.0
2023-12-12,TG,A,J,ExtraTree,980.6050966810964
2023-12-13,TG,A,J,ExtraTree,1178.9458261183263
2023-12-14,TG,A,J,ExtraTree,1094.954382395382
2023-12-15,TG,A,J,ExtraTree,1381.9252738095238
2023-12-16,TG,A,J,ExtraTree,1309.6836352813846
2023-12-17,TG,A,J,ExtraTree,1309.6836352813846
2023-12-18,TG,A,J,ExtraTree,6.109734848484849
2023-12-19,TG,A,J,ExtraTree,916.0731038961036
2023-12-20,TG,A,J,ExtraTree,1753.072205988456
2023-12-21,TG,A,J,ExtraTree,1786.3324837662335
2023-12-22,TG,A,J,ExtraTree,1564.6366681096686
2023-12-23,TG,A,J,ExtraTree,1729.388426406926
2023-12-24,TG,A,J,ExtraTree,1729.388426406926
2023-12-25,TG,A,J,ExtraTree,1635.187349567099
2023-12-26,TG,A,J,ExtraTree,1064.6346176046172
2023-12-27,TG,A,J,ExtraTree,1755.420828282829
2023-12-28,TG,A,J,ExtraTree,1682.3549740259737
2023-12-29,TG,A,J,ExtraTree,1819.2980382395376
2023-12-30,TG,A,J,ExtraTree,1907.7245158730148
2023-12-31,TG,A,J,ExtraTree,1907.7245158730148
2023-11-01,TG,A,S,ExtraTree,1678.0782447979836
2023-11-02,TG,A,S,ExtraTree,1707.6170380436265
2023-11-03,TG,A,S,ExtraTree,1683.9829959032386
2023-11-04,TG,A,S,ExtraTree,1624.968401508122
2023-11-05,TG,A,S,ExtraTree,1624.968401508122
2023-11-06,TG,A,S,ExtraTree,0.0
2023-11-07,TG,A,S,ExtraTree,2076.316613850376
2023-11-08,TG,A,S,ExtraTree,1764.8739749855963
2023-11-09,TG,A,S,ExtraTree,1794.6953377760792
2023-11-10,TG,A,S,ExtraTree,1783.095168404357
2023-11-11,TG,A,S,ExtraTree,1928.6979316501124
2023-11-12,TG,A,S,ExtraTree,1928.6979316501124
2023-11-13,TG,A,S,ExtraTree,0.5089130434782608
2023-11-14,TG,A,S,ExtraTree,2001.5385947857033
2023-11-15,TG,A,S,ExtraTree,1952.9422998773844
2023-11-16,TG,A,S,ExtraTree,1975.0459857891246
2023-11-17,TG,A,S,ExtraTree,1890.5284008164458
2023-11-18,TG,A,S,ExtraTree,1858.1392195893177
2023-11-19,TG,A,S,ExtraTree,1858.1392195893177
2023-11-20,TG,A,S,ExtraTree,2.768936560150376
2023-11-21,TG,A,S,ExtraTree,1853.8887681069193
2023-11-22,TG,A,S,ExtraTree,1733.316353278994
2023-11-23,TG,A,S,ExtraTree,1686.9781257389368
2023-11-24,TG,A,S,ExtraTree,1781.967639594097
2023-11-25,TG,A,S,ExtraTree,1733.0087814522522
2023-11-26,TG,A,S,ExtraTree,1733.0087814522522
2023-11-27,TG,A,S,ExtraTree,0.0
2023-11-28,TG,A,S,ExtraTree,1763.2175078363384
2023-11-29,TG,A,S,ExtraTree,1845.1564926617202
2023-11-30,TG,A,S,ExtraTree,1593.1620374587992
2023-12-01,TG,A,S,ExtraTree,1579.6285495869058
2023-12-02,TG,A,S,ExtraTree,1832.4752048708444
2023-12-03,TG,A,S,ExtraTree,1832.4752048708444
2023-12-04,TG,A,S,ExtraTree,0.0
2023-12-05,TG,A,S,ExtraTree,1800.6014644675406
2023-12-06,TG,A,S,ExtraTree,1487.4468342923756
2023-12-07,TG,A,S,ExtraTree,1743.988548168598
2023-12-08,TG,A,S,ExtraTree,1779.7593000501101
2023-12-09,TG,A,S,ExtraTree,1876.609965875663
2023-12-10,TG,A,S,ExtraTree,1876.609965875663
2023-12-11,TG,A,S,ExtraTree,0.0
2023-12-12,TG,A,S,ExtraTree,1752.960558450799
2023-12-13,TG,A,S,ExtraTree,1804.7402817896332
2023-12-14,TG,A,S,ExtraTree,1699.6139766435813
2023-12-15,TG,A,S,ExtraTree,1795.166536454715
2023-12-16,TG,A,S,ExtraTree,1611.568742972782
2023-12-17,TG,A,S,ExtraTree,1611.568742972782
2023-12-18,TG,A,S,ExtraTree,0.0
2023-12-19,TG,A,S,ExtraTree,1765.6473652355671
2023-12-20,TG,A,S,ExtraTree,2406.68506566174
2023-12-21,TG,A,S,ExtraTree,2297.6743959019414
2023-12-22,TG,A,S,ExtraTree,2214.198275058557
2023-12-23,TG,A,S,ExtraTree,2301.107016115093
2023-12-24,TG,A,S,ExtraTree,2301.107016115093
2023-12-25,TG,A,S,ExtraTree,2231.5829789565323
2023-12-26,TG,A,S,ExtraTree,1773.877493422324
2023-12-27,TG,A,S,ExtraTree,2228.70716696396
2023-12-28,TG,A,S,ExtraTree,2339.0954274933056
2023-12-29,TG,A,S,ExtraTree,2127.6084130577915
2023-12-30,TG,A,S,ExtraTree,2288.4500251941845
2023-12-31,TG,A,S,ExtraTree,2288.4500251941845
2023-11-01,TG,B,J,ExtraTree,1369.1660826118323
2023-11-02,TG,B,J,ExtraTree,1296.0563724747476
2023-11-03,TG,B,J,ExtraTree,1173.1367384559885
2023-11-04,TG,B,J,ExtraTree,1286.4834730547232
2023-11-05,TG,B,J,ExtraTree,1286.4834730547232
2023-11-06,TG,B,J,ExtraTree,0.0
2023-11-07,TG,B,J,ExtraTree,1361.6101369186372
2023-11-08,TG,B,J,ExtraTree,1355.0615571789322
2023-11-09,TG,B,J,ExtraTree,1425.2692563131318
2023-11-10,TG,B,J,ExtraTree,1356.2238481240984
2023-11-11,TG,B,J,ExtraTree,1541.3780330086583
2023-11-12,TG,B,J,ExtraTree,1541.3780330086583
2023-11-13,TG,B,J,ExtraTree,0.0
2023-11-14,TG,B,J,ExtraTree,1753.1553019064263
2023-11-15,TG,B,J,ExtraTree,1353.966473845599
2023-11-16,TG,B,J,ExtraTree,1739.3935167748912
2023-11-17,TG,B,J,ExtraTree,1463.9596073232324
2023-11-18,TG,B,J,ExtraTree,1640.8241035353535
2023-11-19,TG,B,J,ExtraTree,1640.8241035353535
2023-11-20,TG,B,J,ExtraTree,9.616011904761905
2023-11-21,TG,B,J,ExtraTree,1527.2073721139968
2023-11-22,TG,B,J,ExtraTree,1512.7699105339107
2023-11-23,TG,B,J,ExtraTree,1645.8461392496388
2023-11-24,TG,B,J,ExtraTree,1651.4056219336217
2023-11-25,TG,B,J,ExtraTree,1729.3914107142857
2023-11-26,TG,B,J,ExtraTree,1729.3914107142857
2023-11-27,TG,B,J,ExtraTree,1.6720444444444444
2023-11-28,TG,B,J,ExtraTree,1390.4000285131538
2023-11-29,TG,B,J,ExtraTree,1446.3074177489175
2023-11-30,TG,B,J,ExtraTree,1583.8753769841264
2023-12-01,TG,B,J,ExtraTree,1506.1747454906206
2023-12-02,TG,B,J,ExtraTree,1378.1790587329338
2023-12-03,TG,B,J,ExtraTree,1378.1790587329338
2023-12-04,TG,B,J,ExtraTree,0.7499611111111111
2023-12-05,TG,B,J,ExtraTree,1402.9764545593298
2023-12-06,TG,B,J,ExtraTree,1197.062852092352
2023-12-07,TG,B,J,ExtraTree,1560.907972943723
2023-12-08,TG,B,J,ExtraTree,1327.7799478715729
2023-12-09,TG,B,J,ExtraTree,1413.8339253246754
2023-12-10,TG,B,J,ExtraTree,1413.8339253246754
2023-12-11,TG,B,J,ExtraTree,2.76625
2023-12-12,TG,B,J,ExtraTree,1290.463471514597
2023-12-13,TG,B,J,ExtraTree,1348.21716504329
2023-12-14,TG,B,J,ExtraTree,1570.0041850649357
2023-12-15,TG,B,J,ExtraTree,1355.6454680735933
2023-12-16,TG,B,J,ExtraTree,1334.7619505078255
2023-12-17,TG,B,J,ExtraTree,1334.7619505078255
2023-12-18,TG,B,J,ExtraTree,4.346964285714287
2023-12-19,TG,B,J,ExtraTree,1548.1988349150847
2023-12-20,TG,B,J,ExtraTree,1803.6670822510814
2023-12-21,TG,B,J,ExtraTree,1646.4508778860027
2023-12-22,TG,B,J,ExtraTree,1465.2256897546893
2023-12-23,TG,B,J,ExtraTree,1633.733692821068
2023-12-24,TG,B,J,ExtraTree,1633.733692821068
2023-12-25,TG,B,J,ExtraTree,1607.1730470085465
2023-12-26,TG,B,J,ExtraTree,1286.96598804412
2023-12-27,TG,B,J,ExtraTree,1552.0012453102452
2023-12-28,TG,B,J,ExtraTree,1537.8243089826838
2023-12-29,TG,B,J,ExtraTree,1585.5571870490614
2023-12-30,TG,B,J,ExtraTree,1470.9886194083697
2023-12-31,TG,B,J,ExtraTree,1470.9886194083697
2023-11-01,TG,B,S,ExtraTree,1413.5075241697696
2023-11-02,TG,B,S,ExtraTree,1398.3535548046295
2023-11-03,TG,B,S,ExtraTree,1251.8925961351276
2023-11-04,TG,B,S,ExtraTree,1296.0562256251553
2023-11-05,TG,B,S,ExtraTree,1296.0562256251553
2023-11-06,TG,B,S,ExtraTree,0.0
2023-11-07,TG,B,S,ExtraTree,1809.4390497616844
2023-11-08,TG,B,S,ExtraTree,1389.062361992389
2023-11-09,TG,B,S,ExtraTree,1439.9896051905932
2023-11-10,TG,B,S,ExtraTree,1557.3500050485934
2023-11-11,TG,B,S,ExtraTree,1527.0786658605732
2023-11-12,TG,B,S,ExtraTree,1527.0786658605732
2023-11-13,TG,B,S,ExtraTree,0.0
2023-11-14,TG,B,S,ExtraTree,1757.7209468953818
2023-11-15,TG,B,S,ExtraTree,1325.8852519530265
2023-11-16,TG,B,S,ExtraTree,1728.4448651698533
2023-11-17,TG,B,S,ExtraTree,1776.4884806883651
2023-11-18,TG,B,S,ExtraTree,1926.7722990234847
2023-11-19,TG,B,S,ExtraTree,1926.7722990234847
2023-11-20,TG,B,S,ExtraTree,0.0
2023-11-21,TG,B,S,ExtraTree,1667.345480388817
2023-11-22,TG,B,S,ExtraTree,1501.6240270232863
2023-11-23,TG,B,S,ExtraTree,1359.70375081738
2023-11-24,TG,B,S,ExtraTree,1364.948395487585
2023-11-25,TG,B,S,ExtraTree,1517.23441461383
2023-11-26,TG,B,S,ExtraTree,1517.23441461383
2023-11-27,TG,B,S,ExtraTree,1.6523863636363636
2023-11-28,TG,B,S,ExtraTree,1585.9171631540862
2023-11-29,TG,B,S,ExtraTree,1529.0855336663576
2023-11-30,TG,B,S,ExtraTree,1566.5576649912587
2023-12-01,TG,B,S,ExtraTree,1565.380035858062
2023-12-02,TG,B,S,ExtraTree,1403.2071053889135
2023-12-03,TG,B,S,ExtraTree,1403.2071053889135
2023-12-04,TG,B,S,ExtraTree,0.0
2023-12-05,TG,B,S,ExtraTree,1683.089329946219
2023-12-06,TG,B,S,ExtraTree,1623.9956664476413
2023-12-07,TG,B,S,ExtraTree,1663.0459136237753
2023-12-08,TG,B,S,ExtraTree,1778.3642837789148
2023-12-09,TG,B,S,ExtraTree,2035.212134168377
2023-12-10,TG,B,S,ExtraTree,2035.212134168377
2023-12-11,TG,B,S,ExtraTree,0.6698863636363636
2023-12-12,TG,B,S,ExtraTree,1689.290109600388
